0,1,2,3,4,5,6,7,Class
0.06871197089999995,-0.029785377165,-0.0031803432592,-0.0006605950797799999,0.011702030485799991,0.00215896976796,0.003672100710000001,0.0108579901378,0
-0.0918692885,0.026832106660999996,0.00358857490261,0.00119122508694,0.08579537850027998,0.00347043247521,-0.045567229968,0.0048217844305,0
0.13596601880999998,-0.012610020243,-0.0018930107856999995,-8.475838388000026e-05,0.6059615637124001,0.006381407012019998,0.1807230584942,0.0077802481701,0
-0.0996135797,-0.019222997263699998,-0.0025297134745000008,0.00014526005481000013,0.15136261383219995,0.001199845506510001,0.144378352817298,0.00844557558224,0
0.14520214169999993,-0.003484360429000006,-0.00032620038620000076,0.0005474636041199999,0.07649933984279998,0.00457471223691,0.087842868834,0.00483726898436,0
-0.10816413135300001,-0.014841703408100003,-0.0011605760019999997,0.0003425773776000001,0.114271093221,0.0020065383749,0.08256847406251,0.00834606110036,0
-0.09422120680000003,0.03366919208700001,0.0012049284480000013,0.00095069805533,0.2605399749988,0.00624559850236,0.12346546513199999,0.005447772953859999,0
0.1276302608,-0.016661262261,-0.005071829317800001,-0.0005081724115899999,0.02924560691390002,0.0032036868580100006,0.089201450845,0.01070156684936,0
-0.09276609859999996,0.009625477402000001,0.000828682217199999,0.0006321187407200003,-0.29828162884099996,-0.0003581806078900005,-0.019827628301999994,0.004996972786559999,0
0.14562778069999996,0.01891938539,0.005486426188199999,0.0008386846668399997,-0.36088505399047,0.0031210922065,-0.12997548014550003,0.007530996849900001,0
-0.1122692626,8.984702599999749e-05,-0.001991547207800001,0.00027487033882,-0.39150094292577003,-1.5858902340000113e-05,-0.1417406201653,0.010799764273600002,0
0.11530862799999998,0.002054403650300006,0.002402042877199999,0.0008997313010799999,-0.5690775855708999,0.00326080352233,-0.31725380269270004,0.0060880895442,0
-0.07009209849999999,-0.018835748827900012,-0.004030095924,-0.00038336324998999996,0.020776272947000008,0.0024102874114,-0.146177110909602,0.0101822655444,0
-0.09427172409099999,0.027209406418000005,0.00023111442780999924,0.0008736551109899997,0.11536653394299999,0.0022316048457000004,-0.0341195871421,0.0057914894501799995,0
0.12874664411000003,-0.011892268364569998,-5.78793614000011e-05,0.00010176162889999984,0.1880601195432,0.00646649582256,0.016223356661008,0.00959068002498,0
-0.08911726329999999,-0.013106532735999998,-0.001587959007389999,7.81077522000001e-05,0.09204896481999997,0.00015976644301000052,-0.0346334887414,0.0088465565654,0
0.13071423779999997,0.007405496342,0.003317576555199999,0.0008018374034200001,-0.006596481040000026,0.005053285295900002,-0.001653265677899995,0.007582081060980001,0
-0.09831743850000002,-0.015214460255499997,-0.003469739353199999,0.00023452872980999983,-0.2345599395186,0.0022585410171,-0.03912037341821,0.0101634051954,0
-0.08812547230000001,0.004879008927999996,-0.0021209000878000006,0.0007960154339000002,0.163845761217,0.00596006467366,0.014325210885810003,0.006154125417879999,0
