Tachometer Signal,Underhang Accel. X,Underhang Accel. Y,Underhang Accel. Z,Overhang Accel. X,Overhang Accel. Y,Overhang Accel. Z,Microphone,Class
0.4547349455,0.1477800828,0.016754273,0.004643254253000001,-0.044645613832,-0.010137190289999997,-0.031011207202499988,0.002629540036999999,1
-0.5568903325,-0.08158762693834999,-0.002644429285,-0.0021905142584999994,-0.13543932928815,-0.031961686653,-0.293719275805,0.027845906554000002,1
0.44512446499999997,0.13413131787000002,0.016774963311,0.006180692310000001,0.006840584779499999,0.002597005601049999,-0.1621490772335,0.00971515258,1
-0.55940939,-0.038405952525,-0.00977428669,-0.0042665855990000005,-0.22859862449999996,-0.0436125975705,-0.7134424699999999,0.025422539291500002,1
0.4921174034699999,0.09510827169950002,0.0010936011949999993,0.006124038596,-0.004327774230999999,0.00649944638655,-0.470661248795,0.0061799928,1
-0.572214982,0.01058218801000001,-0.007931429885,-0.0017416481890000007,0.0278086467455,0.0048844659725,-0.29682738761101,0.020486408702,1
0.47234384,0.0006109482000000028,-0.007962004631999996,0.0026534781254999996,0.101339630495,0.0184540866368,0.06669568132699999,0.025356492125999996,1
-0.5479468194999999,0.11833695149500001,0.006157969209000001,0.0014116224345000004,-0.125314096261,-0.021213026392,-0.453457159965,0.00545716158,1
0.4225074000000001,-0.093275453,-0.02385379392,-0.0012659018904999995,-0.03820620077300001,-0.007551257854,-0.435308401,0.031204728675000005,1
-0.13990352299999995,0.172184845735,0.013231673765000002,0.004464565935900001,0.163263369588,0.03097532628855,0.071823394185,0.0014131199000000003,1
0.054933130000000004,-0.10805290168500001,-0.013516248050000002,-0.0011363907845000005,0.06553324544,0.019588052468500004,0.15530602241000002,0.029306705259900003,1
0.48328848699999993,0.11226298895,0.012388368810000001,0.004167136161,0.054839929900000015,0.011685116339799994,0.07992806787000001,0.00850193965,1
-0.5696623755000001,-0.013434912185000016,-0.002900245509999996,-0.0029017971404999995,0.023067573917999993,0.0002838118210000005,0.12015561384000001,0.024985841364999997,1
0.471837066,0.08727520690499999,0.02339257938,0.0089412821455,0.18379648473500002,0.0368633560175,0.7354461282,0.006133519782000001,1
-0.5759528775,-0.08884769504999997,-0.024435312270000002,-0.0068370381194999994,0.038030274542999995,0.0048488687775,0.50725851,0.027590000529,1
0.45934830060000004,0.094798435205,0.003910564149999999,0.005418948984,0.127973211835,0.030288300035,0.89839106,0.011741849585,1
-0.5630290645,0.08086327122999998,0.007849108644,0.0004485452464999993,-0.04239360287700001,-0.009576876123,0.4060477611,0.012503952974000001,1
0.4645354393499999,-0.07170603118000002,-0.0016348696549999993,0.0013625786171999996,-0.026766868660000002,-0.0053248761317,0.39045044995500006,0.029491619366499997,1
-0.5306133805,0.13108204037,0.011192992427000002,0.00260137150355,-0.015381020415000002,-0.0011861370659000006,0.250653478885,0.003884615622000001,1
0.43629652999999996,-0.07909174030000002,0.008668247645,-0.0006436307840499999,-0.074222329145,-0.013647475520499998,0.13380014655349998,0.030644163831,1
0.08999822499999993,0.152793931085,0.010080470375,0.005871415172499999,-0.079648901185,-0.0130483548905,-0.22339993747999998,0.002046875048,1
-0.19274510000000003,-0.05097047310500002,-0.00032330219999999874,-0.0017813469635000001,-0.14724126886400002,-0.0165218800285,-0.48420178155,0.0272238600279,1
0.45560710699999996,0.1026753130225,0.011118472479000002,0.003995147749,0.0808558487245,0.0160176223285,-0.07877652348500001,0.009416072151,1
-0.57672374,-0.05050312259,-0.015823996877949997,-0.004254507465,-0.14354714833999999,-0.0278110187567,-0.516388185,0.028636123117,1
0.516400189,0.12188738577500001,-0.002152967039999999,0.0076853205085,-0.06292939730699999,-0.006522925428500001,-0.5267701276025,0.004753354539999999,1
-0.5787180537850001,-0.04031344419999999,-0.013770967665000005,-0.0036047303235000002,0.02736150768,0.005733821883000001,-0.31713201936,0.022820264865,1
0.47013195499999993,0.036326490475000014,-0.010238540399999998,0.0052171116895000005,0.19697986736,0.044904574661,0.357681721415,0.016533140394499997,1
-0.5430886330000001,0.0669617997,-0.0027497821699999994,-0.0006965175305499996,-0.04967690647,-0.010266863432000001,-0.14309252490500002,0.012158263611999998,1
0.42070324490000005,-0.070433970795,-0.01231748447,0.00011353275109999972,0.067895147241,0.012475879632499996,0.17376792112000003,0.03183436355,1
-0.53465986825,0.17474438927,0.019836185824999998,0.0044206403445000006,0.15751303545,0.030170425217000002,0.5129070953849999,-0.00012437688200000042,1
0.4773471249999999,-0.12963692099999996,-0.001350830665000002,-0.00011886719550000046,0.03780831017400001,0.0055757133404999975,0.40381941638,0.030792285088,1
0.28631539600000006,0.15103401695499996,0.011000576770000001,0.004554075318600001,0.08577256966795001,0.0166782163198,0.44785065126000007,0.004119426762000001,1
-0.3896086935,-0.04835490627,0.00586733327,-0.0030331046173,-0.07863537647499999,-0.005201431847650001,0.07932191435450002,0.027113411020000002,1
0.46928941750000003,0.08704145130000002,0.01657892238,0.0051261850309999996,-0.026499524805000008,-0.005628599119000001,-0.082383685985,0.0069814480135,1
-0.5885325150000001,-0.037764691499999996,-0.012099882213000004,-0.0035252336703999994,-0.142074474575,-0.026251617052999998,-0.4234658125,0.025713731270499997,1
0.46120486049999987,0.12974712397500002,0.013780702740000001,0.006957521429,-0.022273750592649997,-0.0011064036479999989,-0.30512087878,0.007899438566999999,1
-0.5567638589999999,-0.04022814605000004,-0.01473750867,-0.00450031289695,-0.16375654265,-0.0286866791805,-0.68568488,0.022695956863,1
0.4658360625,0.037765147000000006,-0.002048672955000004,0.0038059606464999995,-0.06219830120000001,-0.0012983923089499995,-0.7018221619999999,0.018915847725,1
-0.5391363745,0.12438743655,0.008515480004999998,0.0020896510110000005,0.053413272529,0.01051582048705,-0.45039962957,0.0065135992470000004,1
0.459029165,-0.11078650931999999,-0.00927972407,0.00024334852044999945,0.10474505845000001,0.0207923815745,-0.06438764741,0.033250078295,1
-0.43568239,0.1816880014695,0.0015970292299999987,0.0041854031905,-0.09399923276499998,-0.015096273059449999,-0.5669455004730001,0.0014528850978999994,1
0.320311145,-0.087947239225,-0.007658777764999999,-0.0016153410305,-0.06466850777,-0.012820572165949999,-0.5706048610000001,0.0284296080635,1
0.47879568399999994,0.11962745556500001,0.011999046184999997,0.00401088765855,0.188229620693,0.0376232782245,0.13113960084999998,0.004288892159500002,1
-0.559455091,-0.05693631404,-0.021777838429999998,-0.0042555054635,0.07481258660500001,0.0232907142225,0.15761848012155,0.0310362874314,1
0.5007700545,0.10761126714000005,0.014153761335,0.0051639164935,0.139854620673,0.024903857456600002,0.461192542415,0.008644417605000003,1
-0.581096865,-0.042731943939999996,0.0007067442349999968,-0.002755188489499999,-0.050684845083999994,-0.010248291826500002,0.09556130595699999,0.023303346363,1
0.4459313960000001,0.10692694226,0.015564933060000001,0.006934745283999999,0.02878105813,0.006145973388,0.15303416074,0.007494414345,1
-0.54767251062,0.0009962357200000156,-0.008803335259999998,-0.0026742206335,-0.0586159744555,-0.01052517010445,-0.12694287628999998,0.0203404312439,1
